Species	Molecular weight	Collision diameter	kb* inverse  Collision energy (k/eps)
tc4h8cho	0.085	5.348e-10	0.00204463854879734
c5h9o1-5	0.085	5.348e-10	0.00204463854879734
ic4h9co	0.085	5.778e-10	0.00210084033613445
nc4h9co	0.085	5.778e-10	0.00210084033613445
c5h9o2-4	0.085	5.664e-10	0.00191131498470948
c4h8cho-3	0.085	5.778e-10	0.00210084033613445
c5h9o1-3	0.085	5.664e-10	0.00191131498470948
c3h6coch3-3	0.085	5.348e-10	0.00204463854879734
c2h5coc2h4p	0.085	5.348e-10	0.00204463854879734
c5h10o2-4	0.086	5.664e-10	0.00191131498470948
nc4h9cho	0.086	5.778e-10	0.00210084033613445
c5h10o1-4	0.086	5.664e-10	0.00191131498470948
c5h10o1-2	0.086	5.664e-10	0.00191131498470948
nc3h7coch3	0.086	5.735e-10	0.00209643605870021
c5h10oh-1	0.087	5.664e-10	0.00191131498470948
c5h10oh-2	0.087	5.664e-10	0.00191131498470948
c5h11o-3	0.087	5.664e-10	0.00191131498470948
tc3h6ohcho	0.088	5.352e-10	0.00229147571035747
c4h7ooh1-4	0.088	5.664e-10	0.00191131498470948
sc4h9o2	0.089	5.2e-10	0.00201612903225806
c4h8ooh1-4	0.089	5.2e-10	0.00201612903225806
ic4h8o2h-i	0.089	5.356e-10	0.00199123855037834
tc4h8o2h-i	0.089	5.356e-10	0.00199123855037834
c4h8ooh1-2	0.089	5.2e-10	0.00201612903225806
ic4h8o2h-t	0.089	5.356e-10	0.00199123855037834
tc4h9o2	0.089	5.43e-10	0.00199103239011492
c4h8ooh2-2	0.089	5.2e-10	0.00201612903225806
c3ket12	0.09	5.009e-10	0.002154243860405
c3ket13	0.09	5.009e-10	0.002154243860405
sc4h9o2h	0.09	5.2e-10	0.00201612903225806
ch3coch2o2h	0.09	5.449e-10	0.00197861904262539
ho2ch2ocho	0.092	4.037e-10	0.00253164556962025
c7h132-7	0.097	5.89e-10	0.0017919862375457
c7h133-6	0.097	5.89e-10	0.0017919862375457
c7h132-5	0.097	5.89e-10	0.0017919862375457
c7h13-1-2	0.097	5.99e-10	0.00182865502422968
c7h131-3	0.097	5.89e-10	0.0017919862375457
c7h132-6	0.097	5.89e-10	0.0017919862375457
c7h132-4	0.097	5.89e-10	0.0017919862375457
ic3h6coc2h3	0.097	5.587e-10	0.00189396091622253
c7h14-1	0.098	6.173e-10	0.00218435998252512
mvox	0.098	5.643e-10	0.00186057934719713
ic3h7coc2h3	0.098	5.606e-10	0.00188265416584301
c7h14-4-2	0.098	5.99e-10	0.00182865502422968
kes1	0.098	5.643e-10	0.00186057934719713
c7h14-2	0.098	5.89e-10	0.0017919862375457
c7h14-1-2	0.098	5.99e-10	0.00182865502422968
vthf	0.098	5.643e-10	0.00186057934719713
c6h11o1-4	0.099	5.674e-10	0.00184672206832872
ic3h7coc2h4p	0.099	5.625e-10	0.00187152714743704
c5h10cho-2	0.099	5.625e-10	0.00187152714743704
c3h6coc2h5-1	0.099	5.625e-10	0.00187152714743704
c4h8coch3-4	0.099	5.625e-10	0.00187152714743704
c5h10cho-3	0.099	5.625e-10	0.00187152714743704
c6h11o2-4	0.099	5.674e-10	0.00184672206832872
c4h8coch3-1	0.099	5.625e-10	0.00187152714743704
ic4h9coch2	0.099	6.02e-10	0.00198530871550526
c5h10cho-5	0.099	5.625e-10	0.00187152714743704
c4h8coch3-2	0.099	5.625e-10	0.00187152714743704
ic5h11co	0.099	6.009e-10	0.00200561572402728
c7h15-2d	0.099	5.99e-10	0.00182865502422968
nc5h11co	0.099	6.009e-10	0.00200561572402728
c5h10cho-4	0.099	5.625e-10	0.00187152714743704
c7h15-4	0.099	6.03e-10	0.00177572582793217
c6h11o1-5	0.099	5.674e-10	0.00184672206832872
nc4h9coch3	0.1	5.643e-10	0.00186057934719713
c6h12o3-4	0.1	5.643e-10	0.00186057934719713
c6h12o1-4	0.1	5.643e-10	0.00186057934719713
c6h12o1-2	0.1	5.643e-10	0.00186057934719713
c7h16-2	0.1	5.99e-10	0.00182865502422968
c6h12o1-3	0.1	5.643e-10	0.00186057934719713
c6h12o2-4	0.1	5.643e-10	0.00186057934719713
c5h91o2-3	0.101	5.33e-10	0.00222380359366661
c5h91o2-5	0.101	5.33e-10	0.00222380359366661
c6h12oh-3	0.101	5.674e-10	0.00184672206832872
c5h81ooh4-3	0.101	5.33e-10	0.00222380359366661
c5h81ooh3-4	0.101	5.33e-10	0.00222380359366661
c6h13o-2	0.101	5.662e-10	0.00184980678768103
c5h81ooh4-5	0.101	5.33e-10	0.00222380359366661
c5h81ooh3-5	0.101	5.33e-10	0.00222380359366661
c5h9ooh1-5	0.102	5.68e-10	0.00183963869496031
c5h10ooh2-5	0.103	5.664e-10	0.00191131498470948
c5h10ooh1-3	0.103	5.664e-10	0.00191131498470948
c5h11o2-1	0.103	5.664e-10	0.00191131498470948
c5h10ooh2-3	0.103	5.664e-10	0.00191131498470948
c5h10ooh3-1	0.103	5.664e-10	0.00191131498470948
c5h11o2-2	0.103	5.664e-10	0.00191131498470948
c5h10ooh3-2	0.103	5.664e-10	0.00191131498470948
ch3choococh3	0.103	5.698e-10	0.00182961859770712
ic3h5o2hcho	0.103	5.352e-10	0.00229147571035747
c5h11o2h-2	0.104	5.664e-10	0.00191131498470948
c5h11o2h-3	0.104	5.664e-10	0.00191131498470948
nc4ket24	0.104	5.778e-10	0.00210084033613445
nc4ket21	0.104	5.778e-10	0.00210084033613445
nc4ket13	0.104	5.778e-10	0.00210084033613445
nc4ket23	0.104	5.778e-10	0.00210084033613445
io2c4h8oh	0.105	5.2e-10	0.00201612903225806
c3h52-1,3ooh	0.107	4.997e-10	0.00207684319833853
c3h6ooh1-2o2	0.107	4.662e-10	0.00229779411764706
c3h6ooh2-1o2	0.107	4.662e-10	0.00229779411764706
c8h15-1-2	0.111	6.24e-10	0.00167768345468577
c8h16-2	0.112	6.11e-10	0.00164209005221846
c8h16-6-2	0.112	6.24e-10	0.00167768345468577
nc4h9coc2h3	0.112	6.02e-10	0.00198530871550526
c8h16-2-2	0.112	6.24e-10	0.00167768345468577
c8h16-5-2	0.112	6.24e-10	0.00167768345468577
c8h16-1	0.112	6.11e-10	0.00164209005221846
c8h16-3	0.112	6.11e-10	0.00164209005221846
c8h17-2	0.113	6.27e-10	0.00163174727498205
c8h17-2e	0.113	6.24e-10	0.00167768345468577
c7h13o1-3	0.113	6.317e-10	0.0017825311942959
c8h17-2a	0.113	6.24e-10	0.00167768345468577
c3coc3h6p	0.113	5.625e-10	0.00187152714743704
nc5h11coch2	0.113	6.24e-10	0.00167771160137572
ic3h7coc3h6p	0.113	5.99e-10	0.00182865502422968
ic6h13co	0.113	5.99e-10	0.00182865502422968
ic4h9coc2h4p	0.113	5.99e-10	0.00182865502422968
c7h13o2-4	0.113	6.317e-10	0.0017825311942959
c8h17-2d	0.113	6.24e-10	0.00167768345468577
c8h17-4	0.113	6.27e-10	0.00163174727498205
c7h14o4-5-2	0.114	5.99e-10	0.00182865502422968
c7h14o1-2-2	0.114	5.99e-10	0.00182865502422968
c7h14o2-6-2	0.114	5.99e-10	0.00182865502422968
nc6h13cho	0.114	6.24e-10	0.00187090739008419
c7h14o1-3	0.114	6.297e-10	0.00195503421309873
c7h14o1-1-2	0.114	5.99e-10	0.00182865502422968
c7h14o1-3-2	0.114	5.99e-10	0.00182865502422968
c7h14o3-4-2	0.114	5.99e-10	0.00182865502422968
c7h14o2-5-2	0.114	5.99e-10	0.00182865502422968
c7h14o4-6-2	0.114	5.99e-10	0.00182865502422968
c7h14o2-5	0.114	6.297e-10	0.00195503421309873
c7h14o2-6	0.114	6.297e-10	0.00195503421309873
c7h14o1-4-2	0.114	5.99e-10	0.00182865502422968
c7h14o1-4	0.114	6.297e-10	0.00195503421309873
c8h18-2	0.114	6.24e-10	0.00167768345468577
c7h15o-3-2	0.115	5.99e-10	0.00182865502422968
c6h113o2-2	0.115	5.943e-10	0.00169879368660314
c6h113o2-1	0.115	5.943e-10	0.00169879368660314
c7h15o-1-2	0.115	5.99e-10	0.00182865502422968
c6h101ooh4-5	0.115	5.96e-10	0.00169037416432127
c6h102ooh6-5	0.115	5.96e-10	0.00169037416432127
c7h15o-2	0.115	6.317e-10	0.0017825311942959
c6h112o2-4	0.115	5.943e-10	0.00169879368660314
c6h101ooh6-4	0.115	5.96e-10	0.00169037416432127
c6h102ooh6-4	0.115	5.96e-10	0.00169037416432127
c6h101ooh3-6	0.115	5.96e-10	0.00169037416432127
c6h101ooh4-6	0.115	5.96e-10	0.00169037416432127
c7h15o-6-2	0.115	5.99e-10	0.00182865502422968
c6h102ooh4-6	0.115	5.96e-10	0.00169037416432127
c6h101ooh4-3	0.115	5.96e-10	0.00169037416432127
c6h112o2-5	0.115	5.943e-10	0.00169879368660314
c6h101ooh5-4	0.115	5.96e-10	0.00169037416432127
c6h111o2-3	0.115	5.943e-10	0.00169879368660314
c6h101ooh3-5	0.115	5.96e-10	0.00169037416432127
c7h15o-4	0.115	6.317e-10	0.0017825311942959
c6h101ooh6-5	0.115	5.96e-10	0.00169037416432127
c6h113o2h-2	0.116	5.96e-10	0.00169037416432127
c6h111o2h-6	0.116	5.96e-10	0.00169037416432127
c6h11ooh1-4	0.116	6.317e-10	0.0017825311942959
nc5d1ket53	0.116	5.504e-10	0.00258732212160414
c6h112o2h-6	0.116	5.96e-10	0.00169037416432127
nc5d1ket34	0.116	5.33e-10	0.00222380359366661
nc5d1ket43	0.116	5.504e-10	0.00258732212160414
c6h111o2h-4	0.116	5.96e-10	0.00169037416432127
nc5d1ket45	0.116	5.504e-10	0.00258732212160414
c6h12ooh2-4	0.117	5.943e-10	0.00169879368660314
c6h13o2-3	0.117	5.943e-10	0.00169879368660314
c6h12ooh3-2	0.117	5.943e-10	0.00169879368660314
c6h12ooh1-2	0.117	5.943e-10	0.00169879368660314
c6h13o2-2	0.117	5.943e-10	0.00169879368660314
c6h12ooh2-1	0.117	5.943e-10	0.00169879368660314
c6h12ooh1-3	0.117	5.943e-10	0.00169879368660314
c6h12ooh3-5	0.117	5.943e-10	0.00169879368660314
c6h12ooh1-4	0.117	5.943e-10	0.00169879368660314
nc5ket31	0.118	6.174e-10	0.00202101859337106
nc5ket12	0.118	6.174e-10	0.00202101859337106
nc5ket32	0.118	6.174e-10	0.00202101859337106
nc5ket14	0.118	6.174e-10	0.00202101859337106
nc5ket15	0.118	6.174e-10	0.00202101859337106
nc5ket25	0.118	6.174e-10	0.00202101859337106
c6h13o2h-2	0.118	5.96e-10	0.00169037416432127
o2c5h10oh-1	0.119	5.943e-10	0.00169879368660314
c4h8ooh2-3o2	0.121	5.2e-10	0.00201612903225806
tc4h8ooh-io2	0.121	6.009e-10	0.00166645002816301
ic4h8ooh-io2	0.121	6.009e-10	0.00166645002816301
iic4h7q2-t	0.121	6.009e-10	0.00166645002816301
c4h8ooh2-4o2	0.121	5.2e-10	0.00201612903225806
ic4h8ooh-to2	0.121	6.009e-10	0.00166645002816301
c9h17-1-2	0.125	6.4e-10	0.00153176888671037
c6h13chco	0.126	6.24e-10	0.00187090739008419
c9h18-4-2	0.126	6.4e-10	0.00153176888671037
nc5h11coc2h3	0.126	6.4e-10	0.00153176888671037
c9h18-5-2	0.126	6.4e-10	0.00153176888671037
c9h18-6-2	0.126	6.4e-10	0.00153176888671037
c9h18-3	0.126	6.35e-10	0.00152891172063725
c9h18-7-2	0.126	6.4e-10	0.00153176888671037
c9h18-2-2	0.126	6.4e-10	0.00153176888671037
nc4h9coc3h6p	0.127	6.4e-10	0.00153176888671037
nc6h13coch2	0.127	6.4e-10	0.00153176888671037
c9h19-2g	0.127	6.4e-10	0.00153176888671037
ic4h9coc3h6p	0.127	6.24e-10	0.00167771160137572
ic5h11coc2h4p	0.127	6.24e-10	0.00167771160137572
c6h13coch2	0.127	6.24e-10	0.00187090739008419
c9h19-2b	0.127	6.4e-10	0.00153176888671037
ic6h13coch2	0.127	6.24e-10	0.00167771160137572
nc7h15co	0.127	6.24e-10	0.00187090739008419
c9h19-2a	0.127	6.4e-10	0.00153176888671037
nc5h11coc2h4p	0.127	6.24e-10	0.00167771160137572
c9h19-3	0.127	6.49e-10	0.00151768098345728
c9h20-2	0.128	6.4e-10	0.00153176888671037
c8h16o5-6-2	0.128	6.24e-10	0.00167768345468577
c8h16o3-7-2	0.128	6.24e-10	0.00167768345468577
c8o2-5	0.128	6.27e-10	0.00163174727498205
c8h16o4-7-2	0.128	6.24e-10	0.00167768345468577
c8o2-4	0.128	6.27e-10	0.00163174727498205
c8h16o1-3-2	0.128	6.24e-10	0.00167768345468577
c8o1-2	0.128	6.27e-10	0.00163174727498205
c8h16o2-6-2	0.128	6.24e-10	0.00167768345468577
c8h16o3-6-2	0.128	6.24e-10	0.00167768345468577
c8o1-4	0.128	6.27e-10	0.00163174727498205
c8h16o2-5-2	0.128	6.24e-10	0.00167768345468577
c8o2-3	0.128	6.27e-10	0.00163174727498205
c8h16o6-7-2	0.128	6.24e-10	0.00167768345468577
c8h16o4-6-2	0.128	6.24e-10	0.00167768345468577
c8h16o4-5-2	0.128	6.24e-10	0.00167768345468577
nc7h15cho	0.128	6.24e-10	0.00187090739008419
c8h17o-2	0.129	6.27e-10	0.00163174727498205
c8h17o-3	0.129	6.27e-10	0.00163174727498205
c8h17o-3-2	0.129	6.24e-10	0.00167768345468577
c8h17o-5-2	0.129	6.24e-10	0.00167768345468577
c8h17o-2-2	0.129	6.24e-10	0.00167768345468577
c8h17o-1-2	0.129	6.24e-10	0.00167768345468577
nc6d2ket45	0.13	6.548e-10	0.00214132762312634
nc6d2ket46	0.13	6.548e-10	0.00214132762312634
nc6d1ket54	0.13	6.548e-10	0.00214132762312634
nc6d1ket46	0.13	6.548e-10	0.00214132762312634
nc6d1ket45	0.13	6.548e-10	0.00214132762312634
nc6d3ket12	0.13	6.548e-10	0.00214132762312634
nc6d1ket43	0.13	6.548e-10	0.00214132762312634
nc6d2ket64	0.13	6.548e-10	0.00214132762312634
nc6d1ket64	0.13	6.548e-10	0.00214132762312634
nc6d1ket35	0.13	6.548e-10	0.00214132762312634
c7ooh2-2e	0.131	5.99e-10	0.00182865502422968
c7ooh5-2f	0.131	5.99e-10	0.00182865502422968
c7ooh1-2d	0.131	5.99e-10	0.00182865502422968
c7h15o2-3	0.131	6.317e-10	0.0017825311942959
c7h14ooh3-1	0.131	6.317e-10	0.0017825311942959
c7h14ooh1-5	0.131	6.317e-10	0.0017825311942959
c7h15oo-2-2	0.131	5.99e-10	0.00182865502422968
c7h14ooh3-4	0.131	6.317e-10	0.0017825311942959
c7h14ooh2-3	0.131	6.317e-10	0.0017825311942959
c7h14ooh1-2	0.131	6.317e-10	0.0017825311942959
c7h14ooh2-1	0.131	6.317e-10	0.0017825311942959
c7ooh3-2f	0.131	5.99e-10	0.00182865502422968
c7ooh2-2d	0.131	5.99e-10	0.00182865502422968
c7h14ooh4-3	0.131	6.317e-10	0.0017825311942959
c7h14ooh3-6	0.131	6.317e-10	0.0017825311942959
c7ooh5-2a	0.131	5.99e-10	0.00182865502422968
c7h15oo-1-2	0.131	5.99e-10	0.00182865502422968
c7h14ooh1-3	0.131	6.317e-10	0.0017825311942959
c7ooh3-2a	0.131	5.99e-10	0.00182865502422968
c7h15o2-4	0.131	6.317e-10	0.0017825311942959
c7h15oo-6-2	0.131	5.99e-10	0.00182865502422968
c7ooh5-2d	0.131	5.99e-10	0.00182865502422968
c7h14ooh3-7	0.131	6.317e-10	0.0017825311942959
c7h15oo-5-2	0.131	5.99e-10	0.00182865502422968
c7ooh2-2a	0.131	5.99e-10	0.00182865502422968
c7ooh5-2c	0.131	5.99e-10	0.00182865502422968
c7ooh3-2d	0.131	5.99e-10	0.00182865502422968
c7ooh1-2a	0.131	5.99e-10	0.00182865502422968
nc6ket36	0.132	6.548e-10	0.00214132762312634
nc6ket13	0.132	6.548e-10	0.00214132762312634
nc6ket14	0.132	6.548e-10	0.00214132762312634
nc6ket23	0.132	6.548548e-10	0.00214132762312634
nc6ket31	0.132	6.548e-10	0.00214132762312634
nc6ket34	0.132	6.548e-10	0.00214132762312634
c7h15ooh-3-2	0.132	5.99e-10	0.00182865502422968
c7h15ooh-4-2	0.132	5.99e-10	0.00182865502422968
nc6ket35	0.132	6.548e-10	0.00214132762312634
c7h15ooh-1-2	0.132	5.99e-10	0.00182865502422968
nc6ket21	0.132	6.548e-10	0.00214132762312634
c7h15ooh-2-2	0.132	5.99e-10	0.00182865502422968
c7h15o2h-4	0.132	6.317e-10	0.0017825311942959
c5h81ooh3-4o2	0.133	5.33e-10	0.00222380359366661
c5h81ooh5-4o2	0.133	5.33e-10	0.00222380359366661
o2c6h12oh-3	0.133	6.317e-10	0.0017825311942959
c5h81ooh5-3o2	0.133	5.33e-10	0.00222380359366661
c5h10ooh1-4o2	0.135	5.664e-10	0.00191131498470948
c5h10ooh2-4o2	0.135	5.664e-10	0.00191131498470948
c5h10ooh3-1o2	0.135	5.664e-10	0.00191131498470948
c5h10ooh2-1o2	0.135	5.664e-10	0.00191131498470948
c5h10ooh2-3o2	0.135	5.664e-10	0.00191131498470948
c10h19-1-2	0.139	6.4e-10	0.00153176888671037
c10h20-6-2	0.14	6.4e-10	0.00153176888671037
c10h20-4	0.14	6.59e-10	0.00143225436837582
c10h20-5	0.14	6.59e-10	0.00143225436837582
c10h20-1-2	0.14	6.4e-10	0.00153176888671037
c10h20-2	0.14	6.59e-10	0.00143225436837582
c10h20-1	0.14	6.59e-10	0.00143225436837582
c10h20-4-2	0.14	6.4e-10	0.00153176888671037
c7h15chco	0.14	6.24e-10	0.00187090739008419
nc6h13coc2h3	0.14	6.68e-10	0.00145749223885383
c10h21-2b	0.141	6.4e-10	0.00153176888671037
c10h21-2g	0.141	6.4e-10	0.00153176888671037
c10h21-2f	0.141	6.4e-10	0.00153176888671037
c10h21-2e	0.141	6.4e-10	0.00153176888671037
c10h21-4	0.141	6.69e-10	0.00141860069227714
c10h21-2	0.141	6.69e-10	0.00141860069227714
c10h21-1	0.141	6.69e-10	0.00141860069227714
ic7h15coch2	0.141	6.4e-10	0.00153176888671037
ic5h11coc3h6p	0.141	6.4e-10	0.00153176888671037
nc8h17co	0.141	6.27e-10	0.00163174727498205
nc7h15coch2	0.141	6.68e-10	0.00145749223885383
nc5h11coc3h6p	0.141	6.68e-10	0.00145749223885383
c10h22-2	0.142	6.4e-10	0.00153176888671037
c9o3-6	0.142	6.49e-10	0.00151768098345728
c9o2-5	0.142	6.49e-10	0.00151768098345728
c9h18o1-2-2	0.142	6.4e-10	0.00153176888671037
c9h18o3-5-2	0.142	6.4e-10	0.00153176888671037
c9h18o2-5-2	0.142	6.4e-10	0.00153176888671037
c9o1-2	0.142	6.49e-10	0.00151768098345728
c9o2-6	0.142	6.49e-10	0.00151768098345728
c9h18o5-6-2	0.142	6.4e-10	0.00153176888671037
c9h18o3-7-2	0.142	6.4e-10	0.00153176888671037
c9h18o4-8-2	0.142	6.4e-10	0.00153176888671037
c9o2-4	0.142	6.49e-10	0.00151768098345728
c9o4-6	0.142	6.49e-10	0.00151768098345728
c9h18o1-5-2	0.142	6.4e-10	0.00153176888671037
c9o3-4	0.142	6.49e-10	0.00151768098345728
c9o2-3	0.142	6.49e-10	0.00151768098345728
c9h18o5-8-2	0.142	6.4e-10	0.00153176888671037
c9h18o3-6-2	0.142	6.4e-10	0.00153176888671037
c9h18o7-8-2	0.142	6.4e-10	0.00153176888671037
c9o1-5	0.142	6.49e-10	0.00151768098345728
c9h18o4-6-2	0.142	6.4e-10	0.00153176888671037
c9h19o-1-2	0.143	6.4e-10	0.00153176888671037
c9h19o-7-2	0.143	6.4e-10	0.00153176888671037
c9h19o-2	0.143	6.49e-10	0.00151768098345728
c9h19o-1	0.143	6.49e-10	0.00151768098345728
c9h19o-8-2	0.143	6.4e-10	0.00153176888671037
c9h19o-4-2	0.143	6.4e-10	0.00153176888671037
c8ooh1-2c	0.145	6.24e-10	0.00167768345468577
c8ooh3-2f	0.145	6.24e-10	0.00167768345468577
c8ooh4-2c	0.145	6.24e-10	0.00167768345468577
c8ooh5-2f	0.145	6.24e-10	0.00167768345468577
c8h17oo-6-2	0.145	6.24e-10	0.00167768345468577
c8h17oo-2-2	0.145	6.24e-10	0.00167768345468577
c8ooh1-2d	0.145	6.24e-10	0.00167768345468577
c8ooh2-2c	0.145	6.24e-10	0.00167768345468577
c8ooh7-2d	0.145	6.24e-10	0.00167768345468577
c8ooh2-6	0.145	6.27e-10	0.00163174727498205
c8ooh6-2b	0.145	6.24e-10	0.00167768345468577
c8ooh5-2d	0.145	6.24e-10	0.00167768345468577
c8ooh3-1	0.145	6.27e-10	0.00163174727498205
c8ooh3-7	0.145	6.27e-10	0.00163174727498205
c8ooh2-3	0.145	6.27e-10	0.00163174727498205
c8ooh3-6	0.145	6.27e-10	0.00163174727498205
c8ooh5-2a	0.145	6.24e-10	0.00167768345468577
c8ooh7-2c	0.145	6.24e-10	0.00167768345468577
c8ooh1-3	0.145	6.27e-10	0.00163174727498205
c8h17oo-4-2	0.145	6.24e-10	0.00167768345468577
c8ooh5-2g	0.145	6.24e-10	0.00167768345468577
c8ooh2-1	0.145	6.27e-10	0.00163174727498205
c8ooh4-1	0.145	6.27e-10	0.00163174727498205
c8h17o2-1	0.145	6.27e-10	0.00163174727498205
c8ooh1-5	0.145	6.27e-10	0.00163174727498205
c8ooh6-2g	0.145	6.24e-10	0.00167768345468577
c8ooh3-2e	0.145	6.24e-10	0.00167768345468577
